Numero;Tipo_de_incidente;DSC_GRAVIDADE_TIPO;DSC_QUASE_ACIDENTE_ACIDENTE
1905/000156;SSO - Quase acidente de alto potencial;;
1905/000156;SSO - Queda de objetos;;
1905/000157;SSO - Parada emergencial de nível intermediário;;
1905/000158;SSO - Parada emergencial de nível menor;;
1905/000159;SSO - Parada emergencial de nível menor;;
1905/000160;SSO - Parada emergencial de nível menor;;
1905/000161;SSO - Falha no Blowout Preventer (BOP);;
1905/000162;Descarga maior de água de injeção;MODERADO;Acidente
1905/000162;Perda de contenção primária maior de água de injeção;LEVE;Quase acidente
1905/000163;SSO - Falha no Blowout Preventer (BOP);;
1905/000164;SSO - Perda de contenção primária significante de óleo;;
1905/000165;SSO - Falha no Blowout Preventer (BOP);;
1905/000166;Descarga menor de material com alto potencial de dano;LEVE;Acidente
1905/000167;SSO - Parada emergencial de nível menor;;
1905/000168;SSO - Ferimento grave;;
1905/000169;SSO - Perda de contenção primária significante de material com alto potencial de dano;;
1905/000170;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
1905/000171;SSO - Parada emergencial de nível menor;;
1905/000172;SSO - Parada emergencial de nível menor;;
1905/000173;SSO - Parada emergencial de nível menor;;
1905/000174;SSO - Parada emergencial de nível intermediário;;
1905/000175;SSO - Parada emergencial de nível menor;;
1905/000176;Princípio de incêndio;LEVE;Acidente
1905/000177;SSO - Ferimento grave;;
1905/000178;SSO - Descarga menor de óleo;;
1905/000179;SSO - Parada emergencial de nível menor;;
1905/000180;SSO - Descarga maior de água de injeção;;
1905/000180;SSO - Perda de contenção primária maior de água de injeção;;
1905/000181;SSO - Perda de contenção maior de gás inflamável;;
1905/000182;SSO - Perda de contenção primária significante de água de injeção;;
1905/000183;SSO - Parada emergencial de nível menor;;
1905/000184;SSO - Parada emergencial de nível menor;;
1905/000185;SSO - Parada emergencial de nível menor;;
1905/000186;SSO - Parada emergencial de nível menor;;
1905/000187;SSO - Parada emergencial de nível menor;;
1905/000188;SSO - Parada emergencial de nível menor;;
1905/000189;SSO - Falha no Blowout Preventer (BOP);;
1905/000190;SSO - Parada emergencial de nível menor;;
1905/000191;SSO - Parada emergencial de nível menor;;
1905/000192;SSO - Perda de contenção primária significante de água de injeção;;
1905/000193;SSO - Princípio de incêndio;;
1905/000194;SSO - Princípio de incêndio;;
1905/000195;SSO - Perda de contenção primária significante de água oleosa;;
1905/000196;SSO - Quase acidente de alto potencial;;
1905/000196;SSO - Queda de objetos;;
1905/000197;SSO - Quase acidente de alto potencial;;
1905/000197;SSO - Queda de objetos;;
1905/000198;SSO - Parada emergencial de nível menor;;
1905/000199;SSO - Parada emergencial de nível menor;;
1905/000200;SSO - Afundamento de equipamento ou material;;
1905/000201;SSO - Parada emergencial de nível menor;;
1905/000202;SSO - Parada emergencial de nível menor;;
1905/000203;SSO - Aprisionamento de coluna;;
1905/000204;SSO - Parada emergencial de nível menor;;
1905/000205;SSO - Parada emergencial de nível menor;;
1905/000206;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
1906/000001;Descarga menor de material com alto potencial de dano;LEVE;Acidente
1906/000002;SSO - Perda de contenção primária significante de água oleosa;;
1906/000003;Afundamento de equipamento ou material;LEVE;Acidente
1906/000004;SSO - Parada emergencial de nível menor;;
1906/000005;SSO - Perda de contenção primária significante de água produzida;;
1906/000006;SSO - Parada emergencial de nível menor;;
1906/000007;SSO - Parada emergencial de nível menor;;
1906/000008;SSO - Perda de contenção primária significante de água de injeção;;
1906/000009;SSO - Quase acidente de alto potencial;;
1906/000009;SSO - Queda de objetos;;
1906/000010;SSO - Perda de contenção primária significante de óleo;;
1906/000011;SSO - Parada emergencial de nível intermediário;;
1906/000012;SSO - Perda de contenção primária significante de água de injeção;;
1906/000013;SSO - Princípio de incêndio;;
1906/000014;SSO - Perda de contenção primária significante de água de injeção;;
1906/000015;SSO - Parada emergencial de nível menor;;
1906/000016;Afundamento de equipamento ou material;LEVE;Acidente
1906/000017;SSO - Queda de objetos;;
1906/000018;Descarga significante de óleo;MODERADO;Acidente
1906/000018;Perda de contenção primária significante de óleo;LEVE;Quase acidente
1906/000019;SSO - Perda de contenção maior de gás inflamável;;
1906/000020;Descarga menor de substância nociva ou perigosa;LEVE;Acidente
1906/000021;SSO - Parada emergencial de nível menor;;
1906/000022;SSO - Descarga menor de óleo;;
1906/000023;SSO - Parada emergencial de nível menor;;
1906/000024;SSO - Parada emergencial de nível menor;;
1906/000025;SSO - Parada emergencial de nível menor;;
1906/000026;SSO - Parada emergencial de nível menor;;
1906/000028;SSO - Parada emergencial de nível menor;;
1906/000029;SSO - Falha no Blowout Preventer (BOP);;
1906/000030;SSO - Queda de objetos;;
1906/000031;SSO - Descarga menor de material com alto potencial de dano;;
1906/000032;SSO - Descarga menor de material com alto potencial de dano;;
1906/000033;SSO - Ferimento grave;;
1906/000034;Queda de objetos;LEVE;Quase acidente
1906/000035;SSO - Princípio de incêndio;;
1906/000036;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
1906/000037;SSO - Parada emergencial de nível menor;;
1906/000038;SSO - Perda de contenção primária significante de água oleosa;;
1906/000039;SSO - Queda de objetos;;
1906/000040;SSO - Queda de objetos;;
1906/000041;SSO - Parada emergencial de nível menor;;
1906/000042;Perda de posicionamento;MODERADO;Quase acidente
1906/000043;SSO - Parada emergencial de nível menor;;
1906/000044;SSO - Parada emergencial de nível intermediário;;
1906/000045;SSO - Parada emergencial de nível menor;;
1906/000046;SSO - Princípio de incêndio;;
1906/000047;SSO - Parada emergencial de nível menor;;
1906/000048;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;;
1906/000049;SSO - Parada emergencial de nível menor;;
1906/000050;SSO - Perda de contenção primária significante de óleo;;
1906/000051;SSO - Parada emergencial de nível menor;;
1906/000052;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
1906/000053;SSO - Parada emergencial de nível menor;;
1906/000054;SSO - Descarga menor de óleo;;
1906/000055;SSO - Descarga significante de óleo;;
1906/000055;SSO - Perda de contenção primária significante de óleo;;
1906/000056;SSO - Parada emergencial de nível menor;;
1906/000057;SSO - Descarga significante de água de injeção;;
1906/000057;SSO - Perda de contenção primária significante de água de injeção;;
1906/000058;SSO - Descarga significante de água de injeção;;
1906/000058;SSO - Perda de contenção primária significante de água de injeção;;
1906/000059;SSO - Parada emergencial de nível intermediário;;
1906/000060;SSO - Perda de contenção primária significante de óleo;;
1906/000061;SSO - Perda de contenção primária significante de água de injeção;;
1906/000062;SSO - Parada emergencial de nível menor;;
1906/000063;SSO - Princípio de incêndio;;
1906/000064;SSO - Parada emergencial de nível menor;;
1906/000065;SSO - Parada emergencial de nível menor;;
1906/000066;SSO - Descarga maior de água oleosa;;
1906/000066;SSO - Perda de contenção primária maior de água oleosa;;
1906/000067;SSO - Princípio de incêndio;;
1906/000068;SSO - Descarga significante de água de injeção;;
1906/000068;SSO - Perda de contenção primária significante de água de injeção;;
1906/000069;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
1906/000070;SSO - Interrupção não programada superior a 24 (vinte e quatro) horas decorrente de incidente operacional;;
1906/000071;Afundamento de equipamento ou material;LEVE;Acidente
1906/000072;Afundamento de equipamento ou material;LEVE;Acidente
1906/000073;SSO - Parada emergencial de nível menor;;
1906/000074;SSO - Ferimento grave;;
1906/000076;SSO - Quase acidente de alto potencial;;
1906/000077;SSO - Descarga menor de material com alto potencial de dano;;
1906/000078;SSO - Parada emergencial de nível menor;;
1906/000079;SSO - Parada emergencial de nível menor;;
1906/000080;SSO - Parada emergencial de nível menor;;
1906/000081;Falha de elemento do conjunto solidário de barreira (CSB);LEVE;Quase acidente
1906/000081;Falha estrutural em poço;MODERADO;Acidente
1906/000082;SSO - Parada emergencial de nível menor;;
1906/000082;SSO - Queima ou emissão de gás por motivo de emergência;;
1906/000083;Descarga significante de óleo;MODERADO;Acidente
1906/000083;Perda de contenção primária significante de óleo;LEVE;Quase acidente
1906/000084;SSO - Descarga menor de óleo;;
1906/000085;SSO - Princípio de incêndio;;
1906/000086;SSO - Falha de elemento do conjunto solidário de barreira (CSB);;
1906/000087;SSO - Perda de contenção primária significante de material com alto potencial de dano;;
1906/000088;Perda de posicionamento;MODERADO;Quase acidente
1906/000089;SSO - Parada emergencial de nível menor;;
1906/000090;SSO - Parada emergencial de nível menor;;
1906/000091;SSO - Queda de objetos;;
1906/000093;SSO - Perda de contenção de H2S;;
1906/000094;SSO - Descarga menor de óleo;;
1906/000096;SSO - Perda de contenção primária significante de óleo;;
1906/000099;SSO - Parada emergencial de nível menor;;
1906/000100;SSO - Parada emergencial de nível menor;;
1906/000101;Falha na demanda total ou parcial de sistema crítico de segurança operacional;MODERADO;Quase acidente
1906/000102;SSO - Parada emergencial de nível menor;;
1906/000103;SSO - Parada emergencial de nível menor;;
1906/000104;SSO - Parada emergencial de nível menor;;
1906/000105;SSO - Parada emergencial de nível menor;;
1906/000106;Afundamento de equipamento ou material;LEVE;Acidente
1906/000107;Quase acidente de alto potencial;LEVE;Quase acidente
1906/000108;SSO - Falha da barreira primária na perfuração ou intervenção em poços (kick);;
1906/000109;SSO - Queda de objetos;;
1906/000110;SSO - Descarga menor de óleo;;
1906/000111;SSO - Parada emergencial de nível intermediário;;
1906/000112;SSO - Descarga significante de água de injeção;;
1906/000112;SSO - Perda de contenção primária significante de água de injeção;;
1906/000113;SSO - Queda de objetos;;
1906/000114;SSO - Perda de contenção primária significante de fluido de perfuração, completação ou intervenção em poços;;
1906/000115;SSO - Descarga significante de água oleosa;;
1906/000115;SSO - Perda de contenção primária significante de água oleosa;;
1906/000116;SSO - Descarga significante de fluido de perfuração, completação ou intervenção em poços;;
1906/000116;SSO - Perda de contenção primária significante de fluido de perfuração, completação ou intervenção em poços;;
1906/000117;SSO - Princípio de incêndio;;
1906/000118;SSO - Parada emergencial de nível menor;;
1906/000119;SSO - Parada emergencial de nível menor;;
1906/000120;SSO - Descarga menor de material com alto potencial de dano;;
1906/000121;SSO - Queda de objetos;;
1906/000122;SSO - Perda de contenção primária significante de material com alto potencial de dano;;
1906/000123;SSO - Perda de contenção significante de gás inflamável;;
1906/000124;SSO - Descarga significante de água de injeção;;
1906/000124;SSO - Perda de contenção primária significante de água de injeção;;
1906/000125;SSO - Queda de objetos;;
1906/000126;SSO - Princípio de incêndio;;
1906/000127;SSO - Descarga menor de óleo;;
1906/000128;SSO - Perda de contenção primária significante de óleo;;
1906/000129;SSO - Ferimento com afastamento por mais de 3 (três) dias;;
1906/000130;SSO - Perda de contenção primária significante de água de injeção;;
1906/000131;SSO - Parada emergencial de nível menor;;
1906/000132;SSO - Parada emergencial de nível menor;;
1906/000133;SSO - Queda de objetos;;
1906/000134;SSO - Princípio de incêndio;;
1906/000135;SSO - Perda de contenção primária significante de água produzida;;
1906/000136;Ferimento com afastamento por mais de 3 (três) dias;LEVE;Acidente
1906/000137;SSO - Parada emergencial de nível menor;;
1906/000138;SSO - Perda de contenção primária significante de água oleosa;;
1906/000139;SSO - Descarga menor de água de injeção;;
1906/000139;SSO - Perda de contenção primária significante de água de injeção;;
1906/000140;SSO - Parada emergencial de nível intermediário;;
1906/000141;SSO - Descarga menor de material com alto potencial de dano;;
1906/000142;SSO - Princípio de incêndio;;
1906/000143;SSO - Descarga menor de material com alto potencial de dano;;
1906/000144;SSO - Queda de objetos;;
1906/000145;Descarga menor de material com alto potencial de dano;LEVE;Acidente
1906/000146;SSO - Parada emergencial de nível intermediário;;
1906/000147;Descarga menor de material com alto potencial de dano;LEVE;Acidente
1906/000148;SSO - Descarga menor de óleo;;
1906/000149;Descarga menor de material com alto potencial de dano;LEVE;Acidente
1906/000150;Descarga menor de material com alto potencial de dano;LEVE;Acidente
1906/000151;SSO - Parada emergencial de nível menor;;
1906/000152;SSO - Parada emergencial de nível menor;;
